name,ht,rank,rank_points,ace,df,svpt,firstIn,firstWon,secondWon,SvGms,bpSaved,bpFaced
Marc Rosset,201.0,75.2781954887,624.406015038,10.6212121212,6.73684210526,77.0601503759,43.8721804511,34.1127819549,15.5939849624,12.1578947368,4.35593220339,6.3828125
Boris Pashanski,180.0,97.5223880597,478.970149254,3.18518518519,3.87096774194,80.9552238806,47.3134328358,31.4179104478,15.671641791,11.9701492537,5.08064516129,8.6
Chris Guccione,201.0,176.287234043,384.234042553,14.6914893617,3.71428571429,85.1808510638,51.1595744681,40.2021276596,17.4787234043,13.4042553191,4.32142857143,6.07954545455
Bob Bryan,193.0,190.794871795,207.41025641,8.07692307692,3.06060606061,73.5384615385,46.1794871795,34.0256410256,14.1794871795,11.9230769231,4.0,5.72972972973
Johan Settergren,185.0,224.5,177.5,3.0,3.4,63.6666666667,37.3333333333,24.1666666667,11.1666666667,9.33333333333,6.0,7.33333333333
Mariusz Fyrstenberg,193.0,911.666666667,24.0,3.33333333333,4.33333333333,79.3333333333,49.0,29.6666666667,14.3333333333,12.0,6.0,8.66666666667
Edgardo Massa,180.0,250.583333333,211.708333333,3.27272727273,3.27272727273,76.6666666667,44.9166666667,30.125,16.0416666667,11.625,5.80952380952,8.65217391304
Marcus Sarstrand,183.0,377.0,72.0,3.5,3.5,64.0,34.5,21.5,10.5,10.5,3.5,9.0
Florian Mayer,190.0,58.5679012346,920.965432099,4.35844155844,2.32587859425,73.375308642,45.2962962963,31.2172839506,14.0839506173,11.4938271605,4.20113314448,7.04569892473
Marcos Ondruska,183.0,178.75,211.625,3.625,5.625,97.0,56.75,37.375,17.0,14.5,6.875,12.0
Davide Sanguinetti,188.0,75.7919708029,565.467153285,5.84108527132,2.88510638298,80.7445255474,46.0,32.1824817518,16.7226277372,12.2883211679,4.79761904762,7.87169811321
Michael Lammer,185.0,246.727272727,199.5,3.04761904762,3.0,77.3636363636,45.5909090909,29.1818181818,15.4090909091,12.0909090909,5.05,9.04761904762
Aljaz Bedene,181.0,97.8888888889,590.0,8.01388888889,3.45588235294,75.9861111111,42.4583333333,31.2222222222,15.8055555556,11.9444444444,4.27868852459,6.97101449275
Dusan Vemic,190.0,309.80952381,126.238095238,8.09523809524,4.0,75.4761904762,48.0476190476,33.380952381,14.6666666667,12.0,3.95,6.19047619048
Adrian Garcia,175.0,182.125,273.8125,3.0,3.13333333333,69.0625,41.21875,27.40625,14.03125,10.46875,5.28,7.38709677419
Igor Kunitsyn,180.0,88.8820960699,640.467248908,3.27894736842,2.45714285714,76.4017467249,45.9388646288,29.7467248908,15.0305676856,11.6026200873,4.94711538462,8.25892857143
Julien Benneteau,185.0,60.6477987421,842.475890985,5.61822125813,3.4716553288,78.3438155136,50.8784067086,35.0461215933,13.4088050314,12.2121848739,4.59112149533,7.43805309735
Justin Bower,190.0,428.666666667,67.3333333333,11.6666666667,5.33333333333,125.666666667,81.6666666667,61.6666666667,21.6666666667,20.0,5.66666666667,9.33333333333
Harel Levy,185.0,117.051724138,481.017241379,4.34579439252,2.46739130435,74.0775862069,43.0431034483,29.5344827586,14.5775862069,11.3189655172,4.99038461538,7.9375
David Sherwood,193.0,261.0,142.0,6.0,5.0,84.5,43.0,31.0,23.0,14.0,3.5,6.5
Nenad Zimonjic,190.0,463.428571429,73.6428571429,9.07142857143,4.57142857143,83.2142857143,51.8571428571,37.2142857143,15.2857142857,12.5714285714,4.16666666667,6.76923076923
Juan Giner,178.0,315.0,122.0,1.66666666667,1.8,53.6,34.6,21.4,10.4,9.4,2.0,5.2
Julien Jeanpierre,188.0,170.2,233.6,4.25,4.2,93.4,61.2,41.2,14.8,14.2,9.5,11.2
Igor Andreev,185.0,58.6223776224,891.452214452,5.32569974555,2.9343832021,79.5547785548,49.62004662,34.9557109557,15.634032634,12.4918414918,4.23116883117,6.63746958637
Caio Zampieri,183.0,270.2,193.6,4.25,2.4,68.4,39.8,25.2,13.8,10.4,3.2,6.8
Michael Kohlmann,188.0,226.184210526,236.842105263,5.72222222222,3.64864864865,76.4736842105,46.9210526316,33.6216216216,13.6052631579,11.7894736842,4.02857142857,6.92105263158
Cecil Mamiit,173.0,130.505617978,326.741573034,3.85333333333,3.0987654321,79.2471910112,46.1348314607,30.6404494382,15.9101123596,12.1011235955,5.66666666667,9.20930232558
Eduardo Schwank,183.0,86.2929292929,685.686868687,4.36363636364,3.4,77.8888888889,48.6565656566,32.7676767677,14.9595959596,11.9292929293,4.76470588235,7.41052631579
Taylor Dent,188.0,100.095419847,692.595419847,7.70428015564,5.98039215686,77.6755725191,44.5877862595,33.5076335878,16.2061068702,12.2519083969,4.2683982684,6.5219123506
Edouard Roger Vasselin,188.0,94.6137566138,618.624338624,4.42696629213,2.83435582822,81.6349206349,52.9047619048,36.6507936508,14.2698412698,12.6243386243,4.50574712644,7.2967032967
Marcin Matkowski,188.0,726.0,15.0,0.0,6.0,36.0,12.0,3.0,7.0,7.0,1.0,7.0
Stephane Bohli,185.0,188.157894737,336.526315789,6.16666666667,2.88888888889,74.6315789474,40.6842105263,28.8421052632,16.9473684211,11.6315789474,4.16666666667,6.89473684211
Nikolay Davydenko,178.0,27.9080157687,2005.48620237,3.70624048706,2.87554904832,74.1103810775,49.6872536137,33.864651774,12.5322793149,11.6583442838,4.56371814093,7.03760445682
Bjorn Rehnquist,175.0,248.25,175.666666667,2.625,3.66666666667,64.75,37.9166666667,22.5833333333,12.3333333333,10.0,5.7,8.91666666667
Gilles Elseneer,188.0,166.405405405,289.162162162,6.97297297297,4.5,88.0540540541,54.1891891892,39.1351351351,16.3243243243,13.5675675676,5.12121212121,8.17647058824
Antonio Veic,180.0,190.24137931,292.655172414,4.14285714286,3.26923076923,75.4137931034,46.5172413793,30.2413793103,13.3793103448,11.9310344828,4.40740740741,8.0
Jeff Salzenstein,185.0,218.189189189,233.648648649,9.02777777778,4.97222222222,79.7837837838,48.027027027,35.5135135135,14.3783783784,12.1081081081,5.34285714286,7.83783783784
Evgeny Donskoy,185.0,125.982142857,520.214285714,5.38181818182,2.48,79.5,45.6964285714,32.5892857143,16.8928571429,12.3928571429,4.51851851852,7.29090909091
Tobias Clemens,185.0,250.5,160.25,7.75,5.0,93.25,51.25,37.0,21.5,13.75,4.0,7.0
Gustavo Kuerten,190.0,48.1561461794,2362.28239203,8.93624161074,2.640625,81.4684385382,44.9368770764,34.2657807309,19.2159468439,12.8272425249,4.45381526104,6.30072463768
Jesse Witten,178.0,245.818181818,194.363636364,6.18181818182,5.3,94.2727272727,49.8181818182,34.0909090909,22.1818181818,15.1818181818,5.88888888889,9.45454545455
Dennis Van Scheppingen,185.0,136.209302326,345.465116279,4.16216216216,4.0,70.6976744186,42.0930232558,29.8372093023,12.9069767442,11.0465116279,4.81081081081,7.7
Fernando Meligeni,180.0,75.5737704918,579.31147541,4.42105263158,3.93965517241,77.4016393443,44.1229508197,30.2131147541,16.5901639344,11.8278688525,5.46428571429,8.40336134454
Dustin Brown,196.0,117.447058824,497.0,10.2023809524,4.92857142857,90.5294117647,54.6941176471,40.7058823529,17.1764705882,13.7294117647,4.81481481481,7.38554216867
Juan Albert Viloca Puig,185.0,180.916666667,219.5,3.5,3.1,74.8333333333,46.4166666667,30.3333333333,14.6666666667,11.3333333333,5.36363636364,7.83333333333
Franco Squillari,183.0,58.582010582,857.328042328,4.01111111111,5.06077348066,77.3703703704,43.0582010582,29.9047619048,16.5767195767,11.7724867725,5.0988372093,7.92972972973
Karim Alami,185.0,57.2361111111,780.916666667,4.82857142857,3.79104477612,79.375,45.0555555556,31.7777777778,16.8888888889,12.3194444444,4.86363636364,7.66197183099
Robin Vik,183.0,88.6842105263,494.684210526,4.17647058824,3.90909090909,78.4912280702,49.2807017544,32.3333333333,12.5614035088,12.0701754386,4.49122807018,8.64912280702
Francisco Cabello,190.0,291.0,102.0,0.0,2.0,40.0,18.0,8.0,8.0,7.0,3.0,8.0
Irakli Labadze,188.0,93.9541284404,463.302752294,5.06862745098,5.87037037037,76.752293578,46.871559633,31.5871559633,13.7431192661,11.6697247706,5.23529411765,8.42592592593
Chemseddine Belal,180.0,553.0,31.0,0.0,1.0,58.0,25.0,15.0,17.0,8.0,5.0,8.0
Sergi Bruguera,188.0,130.970149254,418.835820896,4.53968253968,3.67796610169,73.0597014925,42.6268656716,29.5223880597,13.9701492537,11.4029850746,5.24561403509,7.9696969697
Nicolas Escude,185.0,38.5057471264,946.017241379,7.30177514793,3.9880239521,79.8563218391,44.3620689655,32.7816091954,17.9022988506,12.5689655172,4.51612903226,7.10975609756
David Caldwell,180.0,1028.0,4.0,3.0,3.0,96.0,73.0,43.0,10.0,14.0,11.0,16.0
Attila Savolt,183.0,112.242857143,406.585714286,5.34328358209,4.26470588235,77.4428571429,42.4571428571,30.4285714286,16.3285714286,12.0714285714,5.22222222222,8.23188405797
Marko Tkalec,178.0,305.0,105.0,7.0,3.0,94.0,39.0,27.0,25.0,15.0,3.0,8.0
Mehdi Tahiri,183.0,632.857142857,30.1428571429,1.66666666667,3.16666666667,68.1428571429,44.5714285714,24.2857142857,10.2857142857,9.42857142857,3.71428571429,8.42857142857
Olivier Rochus,168.0,62.4523809524,711.491341991,2.31395348837,3.0225,79.487012987,48.7575757576,32.341991342,15.7857142857,12.1558441558,5.00705882353,8.04241071429
Lamine Ouahab,185.0,308.363636364,211.272727273,2.0,2.71428571429,58.2727272727,33.0909090909,21.8181818182,11.2727272727,9.27272727273,3.36363636364,6.54545454545
Victor Estrella,173.0,80.6904761905,725.547619048,3.76315789474,2.91666666667,72.6428571429,45.8571428571,31.1904761905,13.6666666667,11.5714285714,3.88571428571,6.31707317073
Brian Wilson,190.0,419.8,87.0,4.6,6.0,83.0,51.0,37.4,13.8,12.0,6.0,8.6
Lukas Dlouhy,185.0,107.848484848,415.060606061,5.74193548387,5.28787878788,87.6666666667,54.1666666667,36.803030303,15.3333333333,13.3846153846,5.28125,8.98484848485
Sebastian Decoud,178.0,224.25,277.75,3.71428571429,2.25,80.75,56.25,36.5,10.875,12.125,5.5,9.125
Ryan Sweeting,196.0,153.488888889,475.388888889,4.53488372093,4.91860465116,78.2111111111,49.4444444444,33.0666666667,13.5842696629,11.7444444444,5.40476190476,8.74712643678
Jo Wilfried Tsonga,188.0,17.1284210526,2805.46315789,10.0641025641,2.72235872236,81.2947368421,50.9178947368,39.2063157895,16.1244725738,13.1284210526,4.19899244332,5.81162790698
Woong Sun Jun,190.0,315.625,117.25,3.42857142857,2.71428571429,64.5,37.0,26.5,12.0,10.0,4.125,7.125
Alexandre Simoni,188.0,125.620689655,336.0,6.89655172414,5.0,77.0689655172,43.7931034483,31.4482758621,16.4482758621,11.8965517241,4.5,7.13793103448
Denis Kudla,180.0,168.634615385,426.730769231,5.06,3.64,87.2115384615,51.0384615385,33.9230769231,18.6923076923,13.2115384615,6.1914893617,9.33333333333
Daniel Vacek,190.0,297.68,486.56,5.34782608696,4.64,73.72,39.56,26.52,16.56,11.08,4.69565217391,7.88
Marcelo Charpentier,180.0,194.571428571,191.285714286,2.0,5.42857142857,101.285714286,70.8571428571,42.5714285714,14.2857142857,14.0,8.0,11.5714285714
Jason Stoltenberg,185.0,81.1219512195,516.097560976,6.325,4.0,82.3658536585,47.2926829268,34.8292682927,16.9756097561,13.1951219512,3.97297297297,7.13157894737
Ricardo Mello,175.0,101.299270073,495.277372263,2.975,2.70161290323,74.2700729927,47.0510948905,30.598540146,13.8175182482,11.503649635,4.68503937008,7.84210526316
Alexander Reichel,193.0,1154.0,4.0,4.0,4.0,57.0,33.0,21.0,10.0,8.0,5.0,8.0
Brian Macphie,180.0,419.0,59.0,13.0,2.0,70.5,40.5,28.5,17.5,11.5,5.0,7.0
Kristian Pless,188.0,129.495575221,402.902654867,6.4495412844,4.04901960784,81.0884955752,49.6371681416,34.6902654867,15.8849557522,12.6991150442,4.80769230769,7.47747747748
Nathan Healey,180.0,234.736842105,175.684210526,8.21052631579,5.84210526316,81.2631578947,45.8947368421,33.5263157895,17.5789473684,12.3684210526,4.94117647059,7.27777777778
Yen Hsun Lu,180.0,72.1084745763,733.105084746,4.57518796992,3.61921708185,76.4217687075,46.4353741497,32.4319727891,14.887755102,11.9217687075,4.88372093023,7.58214285714
Richey Reneberg,180.0,204.0,165.0,5.0,1.0,61.5,30.0,20.5,16.0,8.5,3.0,5.5
Martin Vassallo Arguello,183.0,88.7786885246,647.532786885,3.26732673267,2.96296296296,76.1229508197,51.5081967213,32.8114754098,11.958677686,11.5737704918,4.94690265487,8.3813559322
Pere Riba,183.0,105.7375,596.85,5.35211267606,3.43661971831,74.2375,41.05,27.125,15.5375,11.35,4.45569620253,8.18987341772
Jaymon Crabb,183.0,263.125,129.0,4.125,3.14285714286,86.0,52.625,33.375,14.875,13.125,6.5,11.375
Ryler Deheart,183.0,254.5,164.5,9.0,3.5,100.75,60.0,41.0,20.25,15.75,6.0,10.0
Grant Stafford,188.0,472.0,46.0,8.0,7.5,114.5,68.0,53.5,22.0,19.5,4.5,9.0
Patrick Rafter,185.0,13.6666666667,1789.65740741,7.5462962963,3.5612244898,79.2685185185,51.2962962963,39.3240740741,15.1018518519,12.9722222222,3.88505747126,5.33333333333
Andrei Cherkasov,180.0,213.0,171.5,1.0,4.5,60.0,34.5,19.5,13.0,10.5,2.5,7.5
Goran Ivanisevic,193.0,147.057692308,723.884615385,15.1666666667,5.88235294118,80.1634615385,44.1923076923,35.3076923077,17.4903846154,13.0,4.37894736842,6.82474226804
Juan Carlos Ferrero,183.0,24.943620178,1821.99851632,4.59180327869,2.82867783985,79.8887240356,51.0341246291,35.3278931751,15.646884273,12.53115727,4.77166666667,7.08527131783
Thomas Schoorel,203.0,146.666666667,377.833333333,4.5,2.0,69.3333333333,44.6666666667,30.1666666667,11.5,10.5,4.16666666667,7.0
Thomas Schiessling,180.0,774.0,16.5,2.75,4.0,61.75,32.5,19.25,14.25,10.5,3.33333333333,6.75
Antony Dupuis,185.0,96.0,462.348066298,7.35393258427,3.10256410256,80.6961325967,47.9226519337,34.4806629834,16.7182320442,12.3535911602,4.89308176101,7.34117647059
Gianni Mina,185.0,525.666666667,80.6666666667,2.66666666667,2.5,56.6666666667,31.6666666667,21.3333333333,11.6666666667,9.0,5.0,9.5
Ramon Delgado,185.0,139.95,327.575,6.07792207792,3.20833333333,80.6875,49.4375,33.5375,15.425,12.6,4.28169014085,7.28205128205
Thomas Shimada,178.0,1351.0,1.0,3.0,1.0,51.0,29.0,18.0,14.0,10.0,1.0,4.0
Victor Ionita,185.0,233.0,166.666666667,1.66666666667,2.33333333333,62.0,36.6666666667,17.6666666667,12.0,9.33333333333,4.66666666667,10.0
Pedro Sousa,180.0,481.5,118.5,3.0,2.75,79.5,51.5,27.75,11.25,12.25,5.75,11.75
Andrei Medvedev,193.0,51.1803278689,827.885245902,5.2131147541,3.53448275862,83.868852459,48.6721311475,33.5081967213,16.6393442623,12.4262295082,5.80327868852,9.2131147541
Radomir Vasek,188.0,470.0,44.0,2.0,4.0,58.0,32.0,18.0,12.0,9.0,3.0,7.0
Tobias Kamke,180.0,90.102189781,600.613138686,2.6261682243,3.82113821138,78.7153284672,46.3576642336,30.3430656934,15.8759124088,11.9051094891,4.921875,8.31578947368
Alexander Sadecky,193.0,425.0,83.0,6.66666666667,5.0,76.0,45.3333333333,34.0,13.6666666667,13.0,2.0,5.33333333333
Rui Machado,178.0,131.622222222,505.133333333,2.4375,3.71428571429,82.8444444444,54.6666666667,34.2888888889,13.3863636364,12.4444444444,4.66666666667,8.81395348837
Eric Taino,175.0,210.291666667,198.916666667,5.47826086957,3.04347826087,76.375,40.4583333333,28.4166666667,18.5,11.7916666667,3.85714285714,6.04166666667
David Goffin,163.0,60.4598540146,1109.11678832,5.14285714286,4.30827067669,78.4671532847,44.9416058394,31.5474452555,16.8832116788,12.1824817518,4.64285714286,7.5037593985
Marius Copil,193.0,206.484848485,281.181818182,9.66666666667,2.96666666667,71.7575757576,41.0303030303,30.3333333333,15.2424242424,11.2121212121,3.5625,5.78125
Orlin Stanoytchev,185.0,109.391304348,369.086956522,6.69565217391,7.0,85.6086956522,48.7826086957,33.5217391304,16.3913043478,12.6956521739,5.21739130435,9.08695652174
Daniel Nestor,190.0,278.0,173.12,8.16,5.21739130435,87.56,54.64,39.2,17.04,13.72,4.21739130435,6.95833333333
Nicolas Todero,183.0,332.0,89.0,2.0,4.0,74.0,46.0,31.0,12.0,10.0,3.0,5.0
Luke Milligan,180.0,533.0,35.0,3.0,4.0,83.5,52.5,30.0,11.0,12.5,4.5,11.5
Richard Bloomfield,185.0,367.375,117.875,10.1875,4.625,81.875,46.4375,35.1875,17.4375,12.375,4.53333333333,6.93333333333
Denis Golovanov,188.0,333.2,141.8,3.0,5.0,67.6,35.4,23.4,12.4,10.0,4.8,9.0
Rohan Bopanna,190.0,364.789473684,109.210526316,10.4736842105,3.57894736842,72.9473684211,40.9473684211,32.3157894737,16.0526315789,11.4210526316,4.52941176471,6.16666666667
Adrian Ungur,178.0,113.310344828,508.793103448,2.92,4.06896551724,79.5172413793,48.5172413793,31.4827586207,14.4482758621,12.0689655172,4.55172413793,8.48275862069
Marco Crugnola,188.0,274.666666667,226.666666667,1.0,6.33333333333,59.6666666667,35.6666666667,20.3333333333,8.33333333333,9.33333333333,4.0,9.33333333333
Michael Yani,185.0,254.176470588,204.058823529,6.0,4.13333333333,83.7058823529,50.1176470588,33.5882352941,16.5882352941,12.4117647059,5.06666666667,7.52941176471
Jurgen Melzer,183.0,50.3194675541,1071.12479201,5.61617900172,3.18367346939,80.0116472546,49.0582362729,34.2928452579,15.6772046589,12.3976705491,4.54627949183,7.11111111111
Brian Baker,190.0,184.375,404.104166667,4.75,4.23913043478,85.125,53.2916666667,36.3958333333,15.7708333333,13.0416666667,4.90697674419,7.89361702128
Alun Jones,180.0,193.272727273,236.727272727,4.3,3.22222222222,87.0909090909,55.0,34.7272727273,15.0,13.4545454545,6.2,10.1818181818
Alan Mackin,183.0,275.7,135.5,3.25,4.3,93.7,61.6,38.6,13.0,13.8,6.1,11.5
Diego Hartfield,185.0,101.904761905,425.523809524,4.35135135135,3.075,77.6904761905,50.5238095238,33.0714285714,13.0714285714,11.8095238095,4.58974358974,7.73170731707
Sebastien Lareau,183.0,127.730769231,313.269230769,5.76923076923,3.8,81.9615384615,50.1923076923,34.8076923077,15.4230769231,12.5384615385,4.44,7.46153846154
Frederik Nielsen,190.0,398.888888889,131.333333333,3.28571428571,2.85714285714,72.5555555556,44.4444444444,26.6666666667,12.2222222222,10.6666666667,5.77777777778,10.1111111111
Jan Hajek,180.0,101.69,516.85,3.65476190476,2.4125,68.21,42.97,27.35,12.0404040404,10.49,4.68085106383,8.11340206186
Rainer Eitzinger,178.0,262.666666667,155.888888889,4.0,2.77777777778,74.1111111111,50.1111111111,32.0,11.7777777778,11.1111111111,4.11111111111,7.22222222222
Brian Vahaly,183.0,114.016666667,399.983333333,3.29411764706,3.69090909091,80.55,51.85,33.35,14.7833333333,12.3166666667,4.89285714286,8.06779661017
Albert Montanes,175.0,63.34,809.412,3.82687927107,3.50663716814,74.442,44.962,30.97,14.5551102204,11.516,4.47505422993,7.27310061602
